1555942	102957	2958	1	41.00	80357.95	0.05	0.04	N	O	1997-08-05	1997-07-15	1997-09-04	TAKE BACK RETURN         	MAIL      	nal, regular packages w
2821733	169573	9574	4	37.00	60775.09	0.02	0.06	A	F	1995-01-22	1995-02-16	1995-02-19	COLLECT COD              	AIR       	regular ideas cajole bl
4171558	2075	4576	2	12.00	11724.84	0.01	0.01	N	O	1995-06-26	1995-05-30	1995-07-11	DELIVER IN PERSON        	AIR       	ilent theodolites. unusual, express 
4333957	113476	1010	4	8.00	11915.76	0.01	0.00	N	O	1997-09-07	1997-08-12	1997-09-30	NONE                     	TRUCK     	le. furiously regular grouches detect
1001473	121035	8572	1	40.00	42241.20	0.02	0.02	A	F	1994-12-31	1995-01-20	1995-01-20	DELIVER IN PERSON        	TRUCK     	 regular ideas doze. always
80934	175497	5498	3	47.00	73907.03	0.04	0.04	N	O	1998-05-22	1998-07-04	1998-05-23	TAKE BACK RETURN         	RAIL      	ggle slyly after the even, ironic r
4646403	85975	8484	1	39.00	76477.83	0.02	0.06	R	F	1995-05-05	1995-04-16	1995-05-26	NONE                     	FOB       	t the carefully pending accou
3938144	80951	5968	2	4.00	7727.80	0.03	0.03	N	O	1996-09-01	1996-09-17	1996-09-11	NONE                     	FOB       	. fluffily ironic r
958757	94221	1749	5	5.00	6076.10	0.02	0.02	R	F	1992-12-05	1992-12-01	1992-12-13	NONE                     	REG AIR   	ously across the fluffily r
4944803	2644	5145	5	28.00	43305.92	0.04	0.02	A	F	1992-08-03	1992-08-27	1992-08-11	COLLECT COD              	FOB       	ual accounts o
4677315	55582	8088	3	23.00	35364.34	0.09	0.06	N	O	1997-12-23	1997-11-13	1998-01-19	DELIVER IN PERSON        	SHIP      	ironic platelets. slowly pending theodol
3087872	125258	7771	1	50.00	64162.50	0.06	0.03	R	F	1992-08-30	1992-08-07	1992-09-13	COLLECT COD              	AIR       	arefully. express saute
1204576	79880	9881	7	29.00	53936.52	0.01	0.01	A	F	1995-03-28	1995-04-05	1995-04-21	COLLECT COD              	MAIL      	 sleep quickly ironic, 
4554370	62591	5098	4	15.00	23303.85	0.08	0.02	R	F	1992-09-05	1992-10-16	1992-09-30	TAKE BACK RETURN         	FOB       	usly pending dependencies wake regu
5295493	190531	5570	6	49.00	79454.97	0.04	0.05	N	O	1995-11-07	1995-11-21	1995-12-04	DELIVER IN PERSON        	TRUCK     	s lose slyly blithely final hocke
211105	25880	885	1	12.00	21670.56	0.05	0.01	A	F	1992-04-14	1992-04-01	1992-04-20	TAKE BACK RETURN         	TRUCK     	ld deposits; close, ironic de
5348709	163990	6507	4	44.00	90375.56	0.09	0.08	N	O	1996-06-13	1996-06-29	1996-06-28	TAKE BACK RETURN         	MAIL      	ias haggle. 
5059687	136390	8904	6	37.00	52776.43	0.09	0.00	R	F	1994-10-25	1994-10-04	1994-11-18	TAKE BACK RETURN         	MAIL      	thely ironic 
915329	146197	1226	4	1.00	1243.19	0.03	0.03	A	F	1993-03-14	1993-03-26	1993-03-23	TAKE BACK RETURN         	RAIL      	sual packages. bl
3232064	152799	345	3	4.00	7407.16	0.10	0.04	N	O	1997-10-26	1997-12-31	1997-11-04	NONE                     	REG AIR   	 bold accounts. slyly pending
129863	85222	5223	1	15.00	18108.30	0.08	0.05	N	O	1996-06-05	1996-06-01	1996-06-28	DELIVER IN PERSON        	MAIL      	lites cajole slyly against the pending,
5519814	114699	9722	5	25.00	42842.25	0.03	0.02	N	O	1995-10-19	1995-08-20	1995-10-30	DELIVER IN PERSON        	REG AIR   	ong the furiously bold 
3605607	103370	901	3	7.00	9613.59	0.08	0.05	N	O	1996-09-03	1996-06-13	1996-10-02	NONE                     	FOB       	ng the regular
5626081	101747	4258	4	23.00	40221.02	0.05	0.05	R	F	1993-02-02	1993-01-25	1993-02-19	DELIVER IN PERSON        	FOB       	s. ironic, regular asymptotes use slyl
5456801	29011	6518	2	27.00	25380.27	0.09	0.05	N	O	1998-03-20	1998-05-05	1998-04-18	DELIVER IN PERSON        	TRUCK     	onic deposits doubt across the fur
109474	144815	4816	2	32.00	59513.92	0.02	0.04	N	O	1995-12-09	1995-11-12	1995-12-28	NONE                     	REG AIR   	 hang slyly along the regular braids. blit
3371648	88633	1142	1	17.00	27567.71	0.10	0.00	R	F	1993-01-09	1993-01-23	1993-01-20	COLLECT COD              	FOB       	 fluffily. silent requests about the b
5979462	108074	8075	6	19.00	20559.33	0.05	0.05	N	O	1996-01-30	1996-02-13	1996-02-06	TAKE BACK RETURN         	SHIP      	egular sheaves ab
5152135	90170	2680	1	28.00	32484.76	0.08	0.01	N	O	1996-03-06	1996-02-08	1996-03-07	DELIVER IN PERSON        	MAIL      	kages. blithely even accounts a
2210080	185660	697	2	48.00	83791.68	0.03	0.08	N	O	1998-05-21	1998-05-22	1998-06-04	TAKE BACK RETURN         	REG AIR   	ular pains haggle fluffily around
942119	172764	5282	1	5.00	9183.80	0.10	0.02	N	O	1997-08-06	1997-05-10	1997-08-17	NONE                     	REG AIR   	ep evenly re
3544774	110834	5857	4	46.00	84862.18	0.05	0.06	N	O	1996-08-23	1996-10-01	1996-09-19	DELIVER IN PERSON        	TRUCK     	rhorses. quickly iron
1881319	173159	3160	3	35.00	43125.25	0.02	0.07	N	O	1998-10-07	1998-09-01	1998-11-06	TAKE BACK RETURN         	RAIL      	 dependencies. carefully final tithes 
375555	136071	1098	1	43.00	47604.01	0.09	0.00	R	F	1994-01-05	1994-01-29	1994-01-18	DELIVER IN PERSON        	TRUCK     	aggle quietly around the
2934880	119617	4640	4	12.00	19639.32	0.09	0.06	N	O	1998-06-30	1998-09-18	1998-07-14	NONE                     	FOB       	 special acc
2931970	93714	8733	2	45.00	76846.95	0.07	0.08	A	F	1994-02-25	1994-05-16	1994-03-20	TAKE BACK RETURN         	RAIL      	 blithely even accounts. slyly pending 
1154113	189713	2232	1	50.00	90135.50	0.01	0.03	N	O	1995-08-20	1995-09-14	1995-08-30	NONE                     	FOB       	 may cajole even
120164	109254	6785	5	27.00	34107.75	0.07	0.01	A	F	1992-07-27	1992-06-27	1992-08-23	TAKE BACK RETURN         	TRUCK     	requests lose blithely along the quickly sp
5732097	192511	7550	2	43.00	68950.93	0.07	0.04	N	O	1997-01-06	1997-01-04	1997-01-17	TAKE BACK RETURN         	FOB       	 ironic, reg
4703045	193120	3121	2	21.00	25475.52	0.08	0.02	R	F	1994-08-07	1994-06-24	1994-08-09	DELIVER IN PERSON        	AIR       	into beans. furiously fluffy
4564646	115025	2559	2	10.00	10400.20	0.06	0.01	R	F	1993-08-01	1993-07-10	1993-08-18	TAKE BACK RETURN         	RAIL      	arefully express deposit
4728327	117040	9552	6	45.00	47566.80	0.05	0.07	R	F	1992-05-30	1992-05-06	1992-06-13	TAKE BACK RETURN         	SHIP      	ly regular ideas. bo
734789	60086	5099	2	26.00	27198.08	0.08	0.06	A	F	1994-05-05	1994-05-25	1994-05-21	NONE                     	RAIL      	nts. quickly special accounts n
4562116	8810	1311	1	2.00	3437.62	0.04	0.01	R	F	1995-03-10	1995-03-31	1995-04-06	NONE                     	TRUCK     	pecial ideas haggle 
2176964	100137	138	5	33.00	37525.29	0.05	0.06	A	F	1994-01-03	1994-01-25	1994-01-08	TAKE BACK RETURN         	AIR       	xpress excuses. ironic requests above 
4889891	122913	2914	1	13.00	25166.83	0.07	0.08	A	F	1993-04-12	1993-06-03	1993-04-13	TAKE BACK RETURN         	SHIP      	yly ironic foxes eat closel
3428455	125380	7893	5	34.00	47782.92	0.03	0.04	N	O	1997-02-04	1997-04-18	1997-02-12	COLLECT COD              	SHIP      	ideas? regularly final asymptotes are
5750944	168044	8045	1	42.00	46705.68	0.00	0.03	A	F	1994-02-27	1994-02-12	1994-03-29	COLLECT COD              	FOB       	the blithely regul
5785797	57571	5087	2	17.00	25985.69	0.08	0.08	N	O	1997-11-28	1997-10-31	1997-12-09	TAKE BACK RETURN         	TRUCK     	gside of the unusual pinto beans. s
5486305	162998	5515	4	22.00	45341.78	0.02	0.02	R	F	1993-03-26	1993-05-09	1993-04-12	TAKE BACK RETURN         	RAIL      	ts x-ray about th
4899236	47054	9559	4	3.00	3003.15	0.10	0.03	A	F	1994-03-31	1994-03-29	1994-04-16	TAKE BACK RETURN         	REG AIR   	ts. carefully pending waters among the bl
4642023	144239	4240	3	1.00	1283.23	0.01	0.08	N	O	1996-02-09	1996-02-15	1996-02-16	COLLECT COD              	RAIL      	ongside of the quick
5808262	162202	9751	1	28.00	35397.60	0.02	0.08	R	F	1995-02-11	1995-03-18	1995-02-23	TAKE BACK RETURN         	MAIL      	press asymptotes sleep bold
3183844	81798	1799	2	23.00	40935.17	0.10	0.03	R	F	1994-02-22	1994-02-27	1994-03-15	TAKE BACK RETURN         	TRUCK     	ular accounts. closely regular 
2807074	118032	3055	2	31.00	32550.93	0.01	0.04	N	O	1998-02-05	1998-02-19	1998-02-23	COLLECT COD              	RAIL      	. slyly regular depos
3709638	152397	4913	3	36.00	52178.04	0.00	0.03	N	O	1997-06-11	1997-03-29	1997-07-06	NONE                     	RAIL      	l, ironic sauternes. quickly fin
3262085	131920	6947	4	5.00	9759.60	0.03	0.05	A	F	1994-09-05	1994-08-24	1994-09-07	NONE                     	FOB       	old theodolites boost re
4303713	27290	9793	2	44.00	53560.76	0.01	0.04	R	F	1995-01-28	1994-12-10	1995-02-06	TAKE BACK RETURN         	MAIL      	regular pack
972514	54540	7046	6	13.00	19429.02	0.10	0.03	R	F	1995-03-09	1995-01-16	1995-03-22	NONE                     	MAIL      	s. bold accounts 
5360738	5443	5444	5	31.00	41801.64	0.09	0.02	A	F	1995-06-10	1995-08-06	1995-06-13	DELIVER IN PERSON        	FOB       	theodolites 
1877446	54242	1758	1	5.00	5981.20	0.02	0.04	R	F	1993-09-09	1993-10-12	1993-10-04	DELIVER IN PERSON        	MAIL      	egular, close instructions against the
5321924	19198	9199	5	43.00	48039.17	0.03	0.02	N	O	1997-09-19	1997-08-03	1997-10-02	TAKE BACK RETURN         	SHIP      	hinder quickly unusual packages. regular, q
4958309	102685	216	4	30.00	50630.40	0.05	0.06	R	F	1994-12-29	1994-11-15	1995-01-24	NONE                     	SHIP      	e. silent, 
4839749	95045	5046	2	22.00	22880.88	0.00	0.02	N	O	1996-07-13	1996-07-16	1996-07-18	TAKE BACK RETURN         	RAIL      	ly. regular accounts na
4415523	114360	4361	1	45.00	61846.20	0.01	0.08	R	F	1994-02-10	1993-11-16	1994-03-07	TAKE BACK RETURN         	SHIP      	riously carefully re
3523360	87132	9641	5	25.00	27978.25	0.06	0.02	N	O	1997-05-12	1997-06-03	1997-05-24	NONE                     	TRUCK     	ly bold deposits hang. blith
2788294	57699	5215	6	25.00	41417.25	0.02	0.08	N	O	1998-08-05	1998-08-06	1998-08-16	COLLECT COD              	AIR       	 fluffily silent packages. slyly even 
800482	22971	5474	1	12.00	22727.64	0.06	0.02	N	O	1997-05-09	1997-06-11	1997-05-14	COLLECT COD              	SHIP      	sts within the f
321792	42749	7758	4	12.00	20300.88	0.09	0.07	A	F	1994-01-16	1994-03-18	1994-02-05	TAKE BACK RETURN         	AIR       	 even requests x-ray blithely somas. even a
2529376	4913	7414	2	32.00	58173.12	0.08	0.08	N	O	1996-09-18	1996-11-09	1996-10-10	COLLECT COD              	REG AIR   	ular, pending s
4851682	179197	9198	5	12.00	15314.28	0.01	0.05	A	F	1992-06-09	1992-07-21	1992-07-01	NONE                     	RAIL      	atelets. silent requests use. even 
3568292	44721	2234	4	24.00	39977.28	0.07	0.04	A	F	1994-09-17	1994-08-22	1994-09-19	NONE                     	TRUCK     	pinto beans are pendi
67495	26213	3720	3	5.00	5696.05	0.03	0.00	N	O	1998-06-23	1998-07-15	1998-07-15	DELIVER IN PERSON        	RAIL      	thely about the quickly regular re
2941027	85641	8150	3	36.00	58559.04	0.07	0.08	A	F	1993-11-28	1993-10-07	1993-12-24	DELIVER IN PERSON        	TRUCK     	ackages. furiously express requests s
4997667	137221	2248	2	1.00	1258.22	0.00	0.08	A	F	1992-08-22	1992-08-26	1992-09-14	NONE                     	AIR       	its. furiously even package
2241478	122986	523	1	48.00	96431.04	0.03	0.05	R	F	1992-09-06	1992-10-03	1992-09-07	TAKE BACK RETURN         	FOB       	 pinto beans haggle. asymptotes haggle c
163335	147283	7284	4	19.00	25275.32	0.04	0.00	N	O	1998-02-09	1998-02-07	1998-03-07	COLLECT COD              	MAIL      	 accounts boost quickly blithely 
2356646	135463	7977	5	25.00	37461.50	0.05	0.07	A	F	1993-05-17	1993-03-27	1993-06-15	TAKE BACK RETURN         	FOB       	s boost carefull
2536032	14574	9577	2	34.00	50611.38	0.00	0.08	N	O	1997-11-23	1997-12-18	1997-12-14	NONE                     	TRUCK     	ely ironic pac
4245188	163239	8272	3	36.00	46880.28	0.10	0.05	N	O	1995-08-31	1995-08-30	1995-09-25	NONE                     	TRUCK     	l instruction
5677159	184559	2114	5	26.00	42732.30	0.05	0.07	N	O	1996-08-27	1996-07-11	1996-09-14	COLLECT COD              	AIR       	eas. quickly final accounts wake 
3313089	58254	3265	3	19.00	23032.75	0.06	0.01	R	F	1992-09-20	1992-11-05	1992-09-30	TAKE BACK RETURN         	AIR       	ongside of the even
1356290	11768	6771	2	35.00	58791.60	0.10	0.07	A	F	1995-02-09	1995-04-18	1995-02-13	COLLECT COD              	TRUCK     	pinto beans. fluffy, bold pains ato
4274595	111467	1468	3	48.00	70966.08	0.07	0.08	N	O	1996-07-29	1996-08-14	1996-08-04	NONE                     	FOB       	nic excuses. pending accounts boost c
4466531	81961	1962	3	48.00	93262.08	0.04	0.04	A	F	1993-03-10	1993-05-07	1993-04-03	TAKE BACK RETURN         	FOB       	slyly unusual pinto bea
2793889	157041	2072	3	47.00	51607.88	0.06	0.04	N	O	1998-09-04	1998-09-15	1998-09-08	COLLECT COD              	FOB       	eep. carefully final packag
991459	97312	2331	1	50.00	65465.50	0.00	0.00	A	F	1992-06-30	1992-06-26	1992-07-22	NONE                     	SHIP      	ngside of the special, regular account
2392130	103054	8075	6	20.00	21141.00	0.09	0.08	A	F	1993-07-10	1993-08-26	1993-07-24	DELIVER IN PERSON        	FOB       	ly silent pinto beans. final, fin
138754	3986	6487	4	15.00	28349.70	0.09	0.00	N	O	1996-10-16	1996-08-22	1996-10-30	COLLECT COD              	RAIL      	use carefully spe
2867522	189649	7204	1	21.00	36511.44	0.04	0.08	R	F	1995-01-21	1995-03-04	1995-02-17	NONE                     	RAIL      	sly even deposits. d
2034018	105139	2670	2	4.00	4576.52	0.10	0.04	R	F	1992-05-21	1992-06-06	1992-06-12	NONE                     	AIR       	he slyly i
5009217	146941	4484	3	41.00	81505.54	0.09	0.01	N	O	1995-07-11	1995-07-29	1995-07-16	TAKE BACK RETURN         	RAIL      	 regular foxes are quickly. even f
4900673	117678	2701	1	35.00	59348.45	0.09	0.07	N	O	1998-08-09	1998-06-22	1998-08-12	NONE                     	REG AIR   	ts alongside of the blithely ent
5201186	169933	9934	4	5.00	10014.65	0.09	0.08	N	O	1995-08-15	1995-10-07	1995-08-23	TAKE BACK RETURN         	REG AIR   	arefully final d
5883044	89040	1549	4	9.00	9261.36	0.10	0.03	N	O	1996-07-04	1996-08-21	1996-07-09	DELIVER IN PERSON        	MAIL      	ly quickly pending deposits. regular, fi
2489284	162106	4623	3	23.00	26866.30	0.00	0.08	N	O	1997-07-13	1997-07-29	1997-08-08	DELIVER IN PERSON        	RAIL      	eans maintain. blit
4444199	186172	3727	4	16.00	20130.72	0.10	0.07	N	O	1996-12-13	1996-10-27	1996-12-17	COLLECT COD              	TRUCK     	 final accoun
4169506	52714	7725	7	46.00	76668.66	0.05	0.08	A	F	1994-02-27	1994-03-29	1994-03-18	DELIVER IN PERSON        	AIR       	packages. fluffily regular theodolites acr
439014	128062	8063	2	3.00	3270.18	0.10	0.06	N	O	1996-11-12	1996-09-12	1996-12-07	NONE                     	MAIL      	wake quickly express foxes. furiously expre
347140	27586	7587	3	35.00	52975.30	0.03	0.05	R	F	1992-08-23	1992-08-11	1992-09-02	DELIVER IN PERSON        	REG AIR   	ake slyly against the
597638	113220	8243	2	5.00	6166.10	0.01	0.06	N	O	1996-05-06	1996-07-17	1996-05-27	DELIVER IN PERSON        	MAIL      	ly special packages. furiously sp
2503296	3266	767	4	17.00	19877.42	0.08	0.08	A	F	1995-04-13	1995-04-26	1995-04-30	TAKE BACK RETURN         	MAIL      	ular instructions. carefully ironic pinto
5841280	180016	17	5	25.00	27400.25	0.05	0.03	N	O	1997-11-11	1997-10-12	1997-11-24	NONE                     	FOB       	sts across th
119685	44719	2232	5	44.00	73203.24	0.00	0.00	N	O	1998-05-14	1998-06-19	1998-05-23	NONE                     	TRUCK     	s. quickly pending deposits against t
5133473	25301	2808	1	46.00	56409.80	0.05	0.06	R	F	1994-12-31	1995-01-11	1995-01-15	NONE                     	AIR       	furiously regular deposits wake 
2029731	152231	7262	2	12.00	15398.76	0.04	0.05	A	F	1992-10-27	1992-12-18	1992-11-14	DELIVER IN PERSON        	REG AIR   	fily unusual deposits wake sl
3180834	58564	6080	2	17.00	25883.52	0.01	0.06	R	F	1995-03-10	1995-03-06	1995-04-06	COLLECT COD              	SHIP      	with the express, sly
1311557	20196	2699	1	35.00	39066.65	0.01	0.01	N	O	1995-09-21	1995-08-24	1995-10-04	COLLECT COD              	SHIP      	packages. furiously re
1959719	41237	8750	7	19.00	22386.37	0.03	0.07	N	O	1996-09-20	1996-09-24	1996-10-10	NONE                     	TRUCK     	ccounts should have to ca
5179589	55041	2557	3	33.00	32869.32	0.04	0.07	N	O	1996-10-29	1996-11-02	1996-11-23	COLLECT COD              	AIR       	lyly according to the blithely even depos
1936387	177081	2116	5	29.00	33584.32	0.05	0.08	R	F	1994-09-11	1994-10-22	1994-10-05	NONE                     	TRUCK     	se. regular deposits 
592870	124481	9506	3	8.00	12043.84	0.01	0.02	N	O	1995-08-04	1995-06-23	1995-08-27	DELIVER IN PERSON        	REG AIR   	instructions. dependencies hinder caref
5107239	127505	18	2	41.00	62832.50	0.00	0.05	N	O	1997-03-02	1996-12-05	1997-03-14	TAKE BACK RETURN         	AIR       	 unusual, regular packages. sp
5644551	195823	8343	4	30.00	57564.60	0.00	0.07	A	F	1995-05-08	1995-05-23	1995-06-05	NONE                     	SHIP      	ing ideas. bravely reg
2567463	191581	4101	3	45.00	75266.10	0.00	0.05	N	O	1998-02-04	1997-11-25	1998-02-10	DELIVER IN PERSON        	AIR       	y express excuses a
5459365	82550	2551	4	1.00	1532.55	0.02	0.00	R	F	1992-05-06	1992-06-19	1992-06-01	NONE                     	FOB       	tect furiously pending, even hockey 
2800288	16886	9388	1	15.00	27043.20	0.07	0.07	N	O	1997-07-10	1997-06-17	1997-07-26	TAKE BACK RETURN         	TRUCK     	ironic platelets. fi
1876387	82786	5295	1	37.00	65444.86	0.04	0.07	R	F	1995-04-28	1995-07-15	1995-05-25	DELIVER IN PERSON        	FOB       	eans. accounts nag. regular, ironic pains
4377988	160428	2945	2	19.00	28279.98	0.05	0.07	A	F	1994-05-01	1994-04-05	1994-05-14	NONE                     	REG AIR   	aggle fluffily even forges. package
1820032	10568	3070	1	16.00	23656.96	0.00	0.02	R	F	1993-07-28	1993-08-30	1993-08-11	NONE                     	SHIP      	ly even theodolites around the slyly ent
2895078	181838	9393	2	6.00	11518.98	0.02	0.02	A	F	1993-11-28	1993-11-28	1993-12-23	NONE                     	MAIL      	tions. ironic realms boost
1494151	160460	461	1	22.00	33450.12	0.10	0.01	N	O	1998-06-07	1998-07-24	1998-06-14	DELIVER IN PERSON        	TRUCK     	. blithely even packages haggle r
2546052	52171	7182	2	38.00	42680.46	0.03	0.02	N	O	1997-09-26	1997-09-20	1997-09-27	TAKE BACK RETURN         	FOB       	yly regular deposits. blithely ironic dep
1564295	26673	4180	7	25.00	39991.75	0.10	0.05	N	O	1997-09-28	1997-12-18	1997-10-09	DELIVER IN PERSON        	MAIL      	s after the s
